7.7159,10,125,250,6,24,450,20
22.018,10,420,600,8,16,450,20
7.3052,10,75,175,7,12,450,20
2.5658,10,145,300,7,22,450,20
0.40758,10,450,125,2,12,450,20
0.27891,10,50,600,9.8,20,450,20
1.1521,10,255,225,4,14,450,20
4.6995,10,75,275,7,12,450,20
46.264,10,95,550,8,16,450,20
2.8761,10,350,650,2,12,450,20
19.541,10,370,350,9.8,12,450,20
14.17,10,425,725,7,18,450,20
18.315,10,230,500,7,18,450,20
17.427,10,55,300,2,22,450,20
5.5434,10,325,50,2,24,450,20
2.9708,10,310,500,2,12,450,20
15.911,10,245,50,7,14,450,20
18.124,10,385,275,2,24,450,20
1.1447,10,400,300,7,22,450,20
3.0674,10,125,300,4,20,450,20
5.3732,10,50,450,6,14,450,20
24.491,10,345,725,7,12,450,20
1.6207,10,240,300,3,16,450,20
39.485,10,395,600,9.8,24,450,20
3.2632,10,185,500,4,16,450,20
2.6857,10,135,175,2,12,450,20
0.45622,10,360,250,6,16,450,20
27.035,10,210,500,5,24,450,20
14.708,10,450,550,8,16,450,20
3.8582,10,90,375,5,18,450,20
16.413,10,235,675,6,22,450,20
24.5,10,265,750,6,16,450,20
4.0708,10,285,75,4,12,450,20
3.8288,10,95,150,4,20,450,20
1.8443,10,505,75,4,24,450,20
33.567,10,300,550,8,14,450,20
20.882,10,430,600,8,12,450,20
0.21131,10,295,250,3,12,450,20
0.014172,10,540,275,2,18,450,20
2.7351,10,330,225,6,20,450,20
2.6491,10,365,750,4,18,450,20
1.2809,10,110,550,9.8,12,450,20
0.024004,10,255,250,3,16,450,20
3.0906,10,320,525,2,12,450,20
4.6662,10,135,100,9.8,24,450,20
0.10812,10,595,275,3,20,450,20
3.6086,10,440,700,5,18,450,20
37.199,10,140,525,3,24,450,20
42.865,10,280,700,4,24,450,20
0.76053,10,360,425,6,16,450,20
17.88,10,590,525,3,24,450,20
5.5496,10,460,125,8,16,450,20
3.8941,10,465,250,7,24,450,20
4.8511,10,300,100,4,18,450,20
0.51053,10,490,300,2,14,450,20
33.975,10,200,550,4,24,450,20
1.773,10,390,75,4,12,450,20
5.1678,10,100,250,5,14,450,20
1.7313,10,545,375,8,12,450,20
19.279,10,350,800,2,18,450,20
0.40275,10,425,775,3,12,450,20
4.8752,10,375,50,6,12,450,20
25.536,10,155,375,3,24,450,20
31.391,10,70,700,7,16,450,20
26.301,10,50,700,2,18,450,20
0.10337,10,365,225,6,16,450,20
3.9967,10,575,300,7,12,450,20
28.881,10,335,600,3,22,450,20
55.161,10,235,750,8,24,450,20
0.63971,10,315,275,6,16,450,20
2.5117,10,410,150,5,20,450,20
33.168,10,290,575,7,24,450,20
27.427,10,165,400,3,24,450,20
1.477,10,365,700,3,14,450,20
13.568,10,60,725,7,14,450,20
13.64,10,480,625,2,20,450,20
12.451,10,375,100,8,18,450,20
5.6423,10,505,550,8,22,450,20
1.3767,10,585,225,2,16,450,20
16.144,10,345,425,8,12,450,20
0.0040175,10,310,225,3,12,450,20
8.8132,10,265,275,7,24,450,20
8.4449,10,145,200,7,22,450,20
30.151,10,265,375,9.8,16,450,20
7.8183,10,460,725,4,20,450,20
21.058,10,160,725,9.8,18,450,20
19.468,10,265,525,3,20,450,20
2.4614,10,95,250,6,12,450,20
0.088401,10,190,175,3,20,450,20
2.5381,10,325,375,4,12,450,20
2.4518,10,140,350,3,16,450,20
9.9472,10,110,450,9.8,12,450,20
1.5535,10,275,325,4,12,450,20
15.447,10,520,775,9.8,12,450,20
45.061,10,125,625,8,18,450,20
0.10705,10,545,175,3,14,450,20
11.054,10,490,375,9.8,12,450,20
19.437,10,305,600,8,22,450,20
0.20097,10,255,275,3,14,450,20
1.5084,10,270,200,3,14,450,20
1.8156,10,535,200,6,12,450,20
0.97276,10,235,325,4,12,450,20
2.846,10,295,300,4,18,450,20
35.218,10,65,225,8,16,450,20
0.082625,10,330,275,9.8,22,450,20
16.916,10,245,725,3,18,450,20
36.748,10,365,675,9.8,12,450,20
2.4843,10,80,175,2,14,450,20
23.483,10,75,375,7,18,450,20
9.2837,10,90,75,4,18,450,20
10.287,10,175,625,3,16,450,20
11.122,10,55,125,8,12,450,20
6.02,10,400,50,6,16,450,20
34.285,10,75,500,9.8,18,450,20
14.468,10,335,350,3,22,450,20
30.108,10,315,525,4,24,450,20
7.4575,10,485,400,4,22,450,20
32.72,10,150,100,8,16,450,20
4.9814,10,525,50,9.8,24,450,20
3.0541,10,415,75,6,12,450,20
54.527,10,135,725,8,24,450,20
82.331,10,80,800,9.8,24,450,20
2.7349,10,580,500,7,22,450,20
4.6259,10,90,100,2,14,450,20
8.346,10,475,775,2,18,450,20
3.3595,10,100,275,5,22,450,20
1.9528,10,470,150,5,18,450,20
31.508,10,350,500,3,24,450,20
2.9088,10,330,475,6,18,450,20
7.169,10,285,700,2,14,450,20
34.438,10,55,225,8,16,450,20
1.363,10,475,400,2,16,450,20
20.272,10,540,650,7,24,450,20
6.0027,10,220,375,6,22,450,20
23.874,10,300,425,4,24,450,20
0.10436,10,465,200,2,18,450,20
35.426,10,120,200,8,16,450,20
1.5047,10,530,675,5,20,450,20
19.205,10,190,400,3,22,450,20
5.7671,10,275,800,7,20,450,20
32.188,10,160,150,8,16,450,20
27.089,10,170,175,8,14,450,20
1.7085,10,370,150,4,18,450,20
6.2092,10,235,325,7,12,450,20
1.7369,10,110,425,4,16,450,20
47.588,10,130,450,9.8,16,450,20
14.961,10,230,625,6,22,450,20
21.388,10,95,700,9.8,18,450,20
12.681,10,70,675,8,20,450,20
18.395,10,120,75,8,22,450,20
6.1696,10,190,675,5,14,450,20
0.080391,10,575,175,7,16,450,20
6.661,10,570,375,7,24,450,20
45.308,10,260,775,9.8,22,450,20
42.903,10,110,600,8,24,450,20
16.874,10,360,500,4,22,450,20
13.294,10,350,725,6,18,450,20
4.5168,10,445,625,3,18,450,20
3.681,10,75,100,7,24,450,20
40.453,10,375,575,2,24,450,20
27.563,10,290,800,3,20,450,20
18.085,10,150,600,6,18,450,20
3.175,10,480,175,6,20,450,20
15.959,10,415,750,7,22,450,20
29.779,10,60,475,4,24,450,20
27.664,10,600,775,9.8,24,450,20
34.546,10,75,550,4,24,450,20
3.1817,10,435,100,6,16,450,20
7.976,10,275,700,3,16,450,20
31.057,10,230,725,7,18,450,20
0.64549,10,300,525,5,12,450,20
20.365,10,105,250,2,24,450,20
0.54714,10,500,425,2,14,450,20
4.6516,10,345,50,3,16,450,20
0.15786,10,545,75,3,22,450,20
16.195,10,100,675,4,20,450,20
2.0259,10,55,150,5,22,450,20
2.1013,10,430,125,4,18,450,20
6.9008,10,410,225,8,20,450,20
32.661,10,345,600,8,12,450,20
11.267,10,165,225,4,24,450,20
5.6927,10,500,675,6,16,450,20
4.9446,10,305,400,5,20,450,20
7.1461,10,505,150,9.8,14,450,20
22.829,10,360,800,3,20,450,20
0.10927,10,590,625,5,20,450,20
5.6569,10,170,500,2,14,450,20
17.42,10,205,450,4,22,450,20
0.36672,10,415,750,4,12,450,20
3.3442,10,435,250,7,20,450,20
21.837,10,285,450,6,24,450,20
38.672,10,305,625,9.8,14,450,20
8.7974,10,560,500,9.8,14,450,20
5.5126,10,570,325,9.8,20,450,20
4.0781,10,105,425,5,16,450,20
31.984,10,265,750,8,12,450,20
5.6225,10,75,525,3,14,450,20
1.087,10,290,300,6,14,450,20
11.802,10,55,375,3,20,450,20
14.304,10,120,600,7,20,450,20
2.3321,10,400,500,3,14,450,20
15.395,10,280,600,7,22,450,20
1.3534,10,325,500,9.8,20,450,20
18.75,10,550,650,2,22,450,20
1.6807,10,285,50,3,22,450,20
34.616,10,320,575,2,22,450,20
11.128,10,110,275,3,22,450,20
1.5753,10,500,575,4,12,450,20
18.224,10,345,775,6,14,450,20
11.514,10,365,50,8,14,450,20
5.6848,10,230,325,6,16,450,20
38.56,10,285,675,9.8,22,450,20
41.867,10,255,675,4,24,450,20
0.24843,10,535,175,5,16,450,20
2.5225,10,55,225,6,22,450,20
2.7654,10,445,150,7,16,450,20
7.8326,10,520,675,7,16,450,20
0.18329,10,445,350,7,12,450,20
5.5911,10,555,525,8,18,450,20
17.283,10,265,275,3,24,450,20
9.8609,10,50,275,2,20,450,20
2.2514,10,190,525,4,14,450,20
5.0616,10,265,150,6,22,450,20
7.5583,10,155,250,6,24,450,20
12.288,10,500,725,8,22,450,20
1.8421,10,420,550,2,12,450,20
21.851,10,225,600,2,18,450,20
15.753,10,390,200,9.8,18,450,20
6.8851,10,305,75,2,24,450,20
10.667,10,380,150,2,24,450,20
0.44672,10,545,700,3,12,450,20
1.0683,10,530,350,7,18,450,20
2.4264,10,115,250,2,18,450,20
20.994,10,575,575,3,24,450,20
2.5374,10,600,700,4,20,450,20
8.0567,10,260,50,4,18,450,20
26.498,10,95,550,2,20,450,20
30.877,10,565,800,4,24,450,20
1.6416,10,355,50,5,24,450,20
31.363,10,120,525,8,14,450,20
1.3235,10,325,625,4,12,450,20
5.7739,10,250,125,5,14,450,20
0.76323,10,195,275,3,12,450,20
34.47,10,435,775,6,24,450,20
9.3909,10,140,225,8,22,450,20
17.325,10,85,125,6,18,450,20
1.7729,10,450,375,4,16,450,20
0.8339,10,115,100,5,24,450,20
18.097,10,280,500,7,16,450,20
23.473,10,90,225,7,18,450,20
26.315,10,280,725,3,20,450,20
0.32749,10,585,150,6,16,450,20
18.625,10,270,350,2,22,450,20
12.202,10,170,475,6,18,450,20
3.4804,10,465,600,9.8,20,450,20
38.557,10,215,275,9.8,16,450,20
0.35829,10,345,275,9.8,22,450,20
10.564,10,60,775,8,14,450,20
32.857,10,70,50,9.8,14,450,20
13.553,10,275,75,8,12,450,20
12.436,10,140,300,3,22,450,20
11.787,10,190,575,9.8,12,450,20
11.895,10,420,300,2,22,450,20
7.5553,10,290,225,9.8,24,450,20
1.3824,10,500,250,4,14,450,20
5.7195,10,85,450,6,20,450,20
37.395,10,110,700,3,22,450,20
49.017,10,145,750,8,16,450,20
1.3492,10,515,125,7,24,450,20
22.647,10,405,575,3,22,450,20
2.8169,10,115,600,4,12,450,20
0.6831,10,375,650,4,14,450,20
2.4086,10,320,350,3,14,450,20
0.38057,10,225,350,5,18,450,20
14.876,10,365,175,9.8,12,450,20
3.1784,10,200,200,4,22,450,20
18.805,10,590,475,2,24,450,20
0.99846,10,580,450,6,16,450,20
4.155,10,80,475,8,12,450,20
8.6458,10,255,325,3,20,450,20
8.0356,10,475,550,3,20,450,20
0.73533,10,380,250,2,16,450,20
6.5506,10,280,50,4,20,450,20
2.5071,10,155,125,9.8,24,450,20
1.8003,10,455,800,4,14,450,20
7.2701,10,385,600,6,18,450,20
35.968,10,290,750,2,20,450,20
26.3,10,330,400,9.8,24,450,20
38.389,10,80,500,8,18,450,20
31.058,10,225,400,2,24,450,20
21.361,10,580,650,4,24,450,20
6.633,10,465,75,7,18,450,20
35.662,10,435,725,4,24,450,20
7.5648,10,50,750,5,12,450,20
4.5929,10,545,50,9.8,24,450,20
10.849,10,525,275,3,24,450,20
0.42057,10,565,725,7,20,450,20
25.846,10,120,475,7,24,450,20
2.018,10,535,100,7,24,450,20
19.307,10,90,725,3,18,450,20
31.886,10,465,700,4,24,450,20
4.5437,10,85,450,7,22,450,20
27.211,10,75,50,8,20,450,20
17.711,10,210,725,6,22,450,20
8.6823,10,500,225,9.8,16,450,20
0.6672,10,350,700,6,20,450,20
1.325,10,165,325,8,22,450,20
1.4484,10,315,400,6,16,450,20
19.031,10,130,200,7,14,450,20
8.4723,10,520,500,4,22,450,20
1.3265,10,60,350,8,22,450,20
4.6471,10,575,325,8,24,450,20
2.8442,10,440,450,2,16,450,20
5.1504,10,285,225,7,12,450,20
10.842,10,270,250,9.8,24,450,20
0.96601,10,350,650,4,12,450,20
12.039,10,310,350,8,12,450,20
1.8648,10,290,200,6,22,450,20
29.996,10,555,775,4,24,450,20
11.995,10,155,525,4,20,450,20
2.8509,10,140,275,6,12,450,20
26.133,10,75,700,2,18,450,20
1.7754,10,575,225,9.8,12,450,20
39.704,10,365,675,9.8,14,450,20
1.9025,10,250,200,2,14,450,20
14.686,10,340,625,6,16,450,20
5.8675,10,295,425,4,18,450,20
27.596,10,60,150,9.8,20,450,20
8.6496,10,465,275,9.8,20,450,20
2.8694,10,450,675,5,14,450,20
0.60819,10,470,100,5,12,450,20
19.662,10,315,300,9.8,12,450,20
15.081,10,545,800,5,22,450,20
45.578,10,330,775,4,24,450,20
3.3602,10,460,75,5,22,450,20
3.001,10,400,725,9.8,20,450,20
0.791,10,435,425,6,16,450,20
28.794,10,465,700,2,22,450,20
8.3049,10,235,225,9.8,24,450,20
14.997,10,80,750,9.8,16,450,20
0.9313,10,575,425,6,18,450,20
6.3224,10,90,250,7,12,450,20
1.9909,10,125,500,5,14,450,20
12.192,10,115,800,6,14,450,20
10.918,10,490,425,3,22,450,20
0.99484,10,435,200,7,12,450,20
13.082,10,460,550,4,22,450,20
4.4127,10,400,125,4,24,450,20
6.2447,10,250,675,4,18,450,20
15.893,10,280,450,8,18,450,20
5.3092,10,550,325,7,24,450,20
19.092,10,250,350,8,14,450,20
24.01,10,135,625,3,20,450,20
20.145,10,215,75,7,16,450,20
19.788,10,195,625,8,22,450,20
2.037,10,135,200,8,24,450,20
4.5145,10,340,75,5,22,450,20
49.26,10,345,750,3,24,450,20
6.0859,10,145,175,6,22,450,20
9.5022,10,510,775,7,16,450,20
0.26852,10,300,725,4,12,450,20
14.739,10,125,500,6,18,450,20
50.666,10,100,775,7,24,450,20
1.1348,10,540,550,6,14,450,20
3.9737,10,565,725,4,20,450,20
0.64369,10,500,600,3,16,450,20
6.6017,10,375,550,6,12,450,20
3.1151,10,395,600,3,16,450,20
5.1527,10,425,100,7,16,450,20
0.0084017,10,490,150,6,14,450,20
1.6324,10,515,275,5,22,450,20
14.419,10,485,325,3,24,450,20
5.4611,10,350,375,9.8,20,450,20
1.7019,10,475,225,5,14,450,20
37.476,10,185,725,8,14,450,20
2.0482,10,420,100,4,16,450,20
1.2019,10,485,175,7,16,450,20
3.6214,10,195,75,4,22,450,20
10.556,10,100,50,4,16,450,20
39.932,10,255,600,8,16,450,20
5.1859,10,550,500,9.8,20,450,20
20.138,10,315,775,7,22,450,20
10.165,10,365,275,5,24,450,20
33.513,10,535,750,3,24,450,20
21.434,10,220,400,9.8,12,450,20
8.594,10,235,325,3,20,450,20
6.2175,10,495,300,9.8,24,450,20
1.4996,10,390,75,2,20,450,20
0.19443,10,490,600,3,14,450,20
0.56875,10,495,175,4,14,450,20
3.8914,10,110,675,4,14,450,20
7.5505,10,120,125,4,18,450,20
1.7147,10,400,175,5,20,450,20
1.8991,10,185,650,4,12,450,20
3.2572,10,110,200,4,22,450,20
32.447,10,200,725,7,14,450,20
2.0939,10,370,175,2,20,450,20
15.091,10,240,525,7,12,450,20
35.28,10,355,500,9.8,24,450,20
28.604,10,65,125,9.8,20,450,20
0.029809,10,570,400,2,18,450,20
2.9877,10,345,100,2,18,450,20
1.1342,10,595,650,6,14,450,20
32.676,10,325,650,9.8,22,450,20
37.56,10,285,650,9.8,14,450,20
1.9728,10,485,375,4,14,450,20
13.262,10,195,375,4,22,450,20
0.73504,10,590,125,6,16,450,20
2.0598,10,555,275,8,14,450,20
11.763,10,235,675,6,12,450,20
2.3386,10,545,575,5,12,450,20
37.658,10,450,700,3,24,450,20
4.656,10,250,375,4,18,450,20
0.17888,10,445,650,5,12,450,20
32.607,10,230,100,9.8,18,450,20
5.6474,10,595,400,3,22,450,20
19.85,10,510,800,4,22,450,20
3.37,10,475,700,3,18,450,20
17.248,10,410,550,9.8,18,450,20
13.038,10,175,475,5,22,450,20
4.2535,10,180,75,6,24,450,20
7.9227,10,85,150,5,20,450,20
2.3789,10,410,750,8,20,450,20
5.9825,10,515,550,6,22,450,20
0.40947,10,320,200,5,14,450,20
11.356,10,190,475,3,18,450,20
4.8741,10,350,550,4,18,450,20
7.8177,10,200,375,6,18,450,20
12.204,10,495,400,9.8,24,450,20
17.244,10,535,525,9.8,24,450,20
5.3184,10,335,100,5,20,450,20
28.271,10,205,600,7,18,450,20
7.3954,10,140,175,5,14,450,20
6.4926,10,65,50,3,14,450,20
6.7404,10,50,600,5,20,450,20
13.172,10,460,425,6,24,450,20
7.243,10,160,425,2,16,450,20
50.108,10,135,700,3,24,450,20
3.3623,10,590,800,7,18,450,20
4.8296,10,510,500,9.8,22,450,20
4.492,10,580,375,7,12,450,20
0.92476,10,505,325,3,14,450,20
15.234,10,125,275,7,20,450,20
11.055,10,370,500,7,16,450,20
10.368,10,525,625,8,16,450,20
48.906,10,80,800,6,24,450,20
2.7258,10,585,225,8,12,450,20
17.159,10,270,125,8,14,450,20
9.3459,10,385,800,3,18,450,20
21.315,10,60,800,4,20,450,20
3.2692,10,70,425,5,12,450,20
27.892,10,90,175,9.8,20,450,20
8.5757,10,455,125,9.8,22,450,20
5.7875,10,125,425,6,20,450,20
10.606,10,280,325,4,22,450,20
9.1711,10,250,300,7,14,450,20
13.768,10,575,525,5,24,450,20
2.9623,10,320,625,5,12,450,20
1.8288,10,420,75,4,14,450,20
28.212,10,370,800,4,22,450,20
77.056,10,110,750,9.8,24,450,20
5.9885,10,50,225,4,22,450,20
0.12993,10,90,275,3,16,450,20
6.2277,10,255,225,7,12,450,20
7.1779,10,85,225,7,22,450,20
23.705,10,370,400,9.8,14,450,20
0.9668,10,475,150,7,12,450,20
3.7636,10,520,200,7,20,450,20
5.4207,10,195,275,3,20,450,20
8.0509,10,330,425,7,22,450,20
1.1304,10,285,450,6,20,450,20
39.166,10,135,625,4,24,450,20
10.9,10,400,575,7,22,450,20
4.855,10,150,75,3,20,450,20
17.769,10,140,700,2,16,450,20
7.9336,10,225,50,7,24,450,20
17.7,10,330,375,8,24,450,20
0.090372,10,280,275,2,12,450,20
7.3764,10,280,725,2,14,450,20
0.42655,10,530,775,5,14,450,20
5.4944,10,365,725,9.8,20,450,20
0.83046,10,475,325,2,16,450,20
5.7565,10,120,450,6,20,450,20
1.8528,10,595,575,6,14,450,20
37.458,10,270,675,5,24,450,20
2.3599,10,200,375,5,20,450,20
31.523,10,95,750,4,22,450,20
9.6683,10,405,625,6,14,450,20
1.8931,10,560,225,7,24,450,20
1.7232,10,135,325,6,22,450,20
0.80327,10,280,275,4,14,450,20
4.4561,10,210,450,2,14,450,20
25.477,10,440,425,2,24,450,20
0.25291,10,230,100,5,24,450,20
1.6778,10,340,575,4,16,450,20
1.823,10,415,550,5,16,450,20
2.7173,10,320,175,6,22,450,20
9.9612,10,265,450,6,22,450,20
41.416,10,425,725,3,24,450,20
34.621,10,450,775,7,24,450,20
26.23,10,300,675,7,12,450,20
2.8348,10,585,650,8,14,450,20
24.106,10,150,100,7,16,450,20
5.769,10,120,300,5,16,450,20
6.374,10,300,525,4,18,450,20
5.8087,10,210,650,3,14,450,20
1.1101,10,385,475,5,12,450,20
0.12813,10,510,650,2,16,450,20
27.416,10,55,450,8,24,450,20
10.191,10,205,725,5,16,450,20
8.8582,10,215,550,8,20,450,20
8.8426,10,355,50,7,14,450,20
28.006,10,330,650,7,16,450,20
35.191,10,135,475,9.8,18,450,20
1.6401,10,495,500,3,18,450,20
41.165,10,205,575,3,24,450,20
2.6742,10,455,650,2,16,450,20
0.0077319,10,505,175,3,20,450,20
0.85141,10,265,475,5,16,450,20
18.962,10,95,650,6,16,450,20
15.069,10,260,775,2,16,450,20
20.572,10,140,550,3,20,450,20
6.5691,10,340,350,9.8,20,450,20
14.494,10,75,450,9.8,22,450,20
33.583,10,295,575,8,16,450,20
2.9985,10,580,750,6,18,450,20
28.792,10,325,500,9.8,16,450,20
0.18329,10,445,350,7,12,450,20
0.71892,10,525,100,7,12,450,20
13.299,10,435,375,5,24,450,20
3.6239,10,415,525,5,20,450,20
36.123,10,270,625,9.8,14,450,20
19.47,10,395,775,3,20,450,20
10.33,10,375,250,2,22,450,20
50.517,10,195,700,3,24,450,20
1.9721,10,165,475,5,14,450,20
32.244,10,380,775,9.8,16,450,20
10.025,10,125,100,6,22,450,20
1.2083,10,370,150,4,16,450,20
1.7872,10,590,500,3,20,450,20
9.3102,10,235,625,3,16,450,20
0.82884,10,495,200,4,18,450,20
4.4513,10,345,375,4,18,450,20
6.802,10,90,325,2,18,450,20
37.447,10,70,525,3,24,450,20
5.0356,10,120,125,3,18,450,20
12.001,10,145,775,2,14,450,20
5.8043,10,200,325,6,14,450,20
2.4814,10,95,600,7,12,450,20
2.6885,10,430,100,5,22,450,20
0.9412,10,590,325,8,16,450,20
9.9776,10,415,125,8,20,450,20
23.264,10,495,650,7,24,450,20
3.1656,10,65,450,4,12,450,20
18.568,10,475,800,8,16,450,20
2.7185,10,365,75,6,24,450,20
9.4464,10,350,125,7,20,450,20
3.3418,10,340,100,3,18,450,20
0.19238,10,150,600,9.8,20,450,20
1.7753,10,90,200,4,12,450,20
16.801,10,55,500,8,20,450,20
2.3103,10,435,600,9.8,20,450,20
4.1988,10,280,325,7,20,450,20
1.5231,10,565,250,4,12,450,20
8.651,10,315,725,5,14,450,20
27.694,10,55,650,4,22,450,20
11.085,10,290,300,6,24,450,20
24.323,10,115,175,8,20,450,20
5.3007,10,425,775,6,12,450,20
21.53,10,105,475,2,20,450,20
6.3789,10,305,700,2,14,450,20
0.25147,10,460,650,6,20,450,20
2.4492,10,425,650,7,20,450,20
3.3273,10,100,575,2,12,450,20
12.622,10,440,500,4,22,450,20
17.5,10,240,450,4,22,450,20
16.522,10,320,500,3,20,450,20
16.582,10,195,50,6,16,450,20
0.017851,10,525,425,2,16,450,20
55.942,10,275,700,2,24,450,20
4.2624,10,575,400,4,22,450,20
0.3493,10,345,550,5,18,450,20
29.059,10,485,700,8,24,450,20
0.27645,10,425,675,3,14,450,20
3.0986,10,575,725,6,12,450,20
1.1645,10,585,325,3,18,450,20
18.2,10,505,575,6,24,450,20
1.1684,10,405,325,8,22,450,20
7.6401,10,470,75,7,20,450,20
2.2799,10,155,225,3,16,450,20
